GeneID,D_melanogaster_Protein_ID,D_melanogaster_Gene_ID,accession,Gene_name
GB50370,FBpp0112592,FBgn0040022,XM_395451.5," PREDICTED: Apis mellifera uncharacterized LOC411985 (LOC411985), transcript variant 1, mRNA"
GB50371,FBpp0112462,FBgn0040020,XM_006559864.1," PREDICTED: Apis mellifera mediator of RNA polymerase II transcription subunit 21 (MED21), mRNA"
GB50372,FBpp0086416,FBgn0053139,XM_396286.5," PREDICTED: Apis mellifera Ranbp11 protein (Ranbp11), transcript variant X3, mRNA"
GB50373,FBpp0083112,FBgn0038659,XM_006559868.1," PREDICTED: Apis mellifera endophilin A (endoA), transcript variant X2, mRNA"
GB50374,FBpp0088311,FBgn0039937,XM_006559882.1," PREDICTED: Apis mellifera uncharacterized LOC100576147 (LOC100576147), mRNA"
GB50375,FBpp0082462,FBgn0038275,XM_006559884.1," PREDICTED: Apis mellifera RRP15-like protein (LOC724992), mRNA"
GB50376,FBpp0297556,FBgn0261642,XM_006559886.1," PREDICTED: Apis mellifera protein muscleblind-like (LOC725043), mRNA"
GB50377,FBpp0290868,FBgn0038165,XM_006562719.1," PREDICTED: Apis mellifera two pore potassium channel protein sup-9-like (LOC411036), mRNA"
GB50378,#N/A,#N/A,XM_006562725.1," PREDICTED: Apis mellifera uncharacterized LOC724604 (LOC724604), mRNA"
GB50379,#N/A,#N/A,XM_006562713.1," PREDICTED: Apis mellifera zinc finger protein 41-like (LOC102654692), mRNA"
GB50380,#N/A,#N/A,XM_006562714.1," PREDICTED: Apis mellifera zinc finger protein 569-like (LOC102654736), mRNA"
GB50381,#N/A,#N/A,XM_006562721.1," PREDICTED: Apis mellifera zinc finger protein 27-like (LOC102655124), mRNA"
GB50382,#N/A,#N/A,XM_006562715.1," PREDICTED: Apis mellifera zinc finger protein 615-like (LOC102654773), mRNA"
GB50383,#N/A,#N/A,XM_006562716.1," PREDICTED: Apis mellifera zinc finger protein 62 homolog (LOC102654818), mRNA"
GB50384,#N/A,#N/A,XM_006562717.1," PREDICTED: Apis mellifera zinc finger protein 62 homolog (LOC102654858), mRNA"
GB50385,#N/A,#N/A,XM_001120384.3," PREDICTED: Apis mellifera putative uncharacterized zinc finger protein 814-like (LOC724511), mRNA"
GB50386,#N/A,#N/A,XM_006562725.1," PREDICTED: Apis mellifera uncharacterized LOC724604 (LOC724604), mRNA"
GB50387,#N/A,#N/A,XM_006562725.1," PREDICTED: Apis mellifera uncharacterized LOC724604 (LOC724604), mRNA"
GB50388,#N/A,#N/A,XM_006562725.1," PREDICTED: Apis mellifera uncharacterized LOC724604 (LOC724604), mRNA"
GB50389,FBpp0078163,FBgn0037156,XM_006562705.1," PREDICTED: Apis mellifera uncharacterized LOC100577976 (LOC100577976), transcript variant X3, mRNA"
GB50390,FBpp0289489,FBgn0037443,XM_006562707.1," PREDICTED: Apis mellifera transmembrane and coiled-coil domains protein 1-like (LOC408811), transcript variant X2, mRNA"
GB50392,FBpp0074414,FBgn0030969,XM_394503.5," PREDICTED: Apis mellifera u4/U6.U5 tri-snRNP-associated protein 2-like (LOC411030), mRNA"
GB50393,#N/A,#N/A,XM_006562695.1," PREDICTED: Apis mellifera rap guanine nucleotide exchange factor 2-like (LOC408810), transcript variant X4, mRNA"
GB50395,#N/A,#N/A,XM_006562700.1," PREDICTED: Apis mellifera rap guanine nucleotide exchange factor 2-like (LOC408810), transcript variant X9, mRNA"
GB50396,#N/A,#N/A,XM_006562698.1," PREDICTED: Apis mellifera rap guanine nucleotide exchange factor 2-like (LOC408810), transcript variant X7, mRNA"
GB50397,FBpp0078879,FBgn0021873,XM_006562701.1," PREDICTED: Apis mellifera rap guanine nucleotide exchange factor 2-like (LOC408810), transcript variant X10, mRNA"
GB50398,#N/A,#N/A,XM_003250100.2," PREDICTED: Apis mellifera uncharacterized LOC100578609 (LOC100578609), mRNA"
GB50400,#N/A,#N/A,XM_396254.5," PREDICTED: Apis mellifera ras-GEF domain-containing family member 1B-like (LOC412801), mRNA"
GB50401,#N/A,#N/A,XM_396254.5," PREDICTED: Apis mellifera ras-GEF domain-containing family member 1B-like (LOC412801), mRNA"
GB50402,FBpp0078182,FBgn0037188,XM_396254.5," PREDICTED: Apis mellifera ras-GEF domain-containing family member 1B-like (LOC412801), mRNA"
GB50403,#N/A,#N/A,XM_006562685.1," PREDICTED: Apis mellifera uncharacterized LOC100577492 (LOC100577492), transcript variant X2, mRNA"
GB50404,#N/A,#N/A,XM_006562685.1," PREDICTED: Apis mellifera uncharacterized LOC100577492 (LOC100577492), transcript variant X2, mRNA"
GB50405,#N/A,#N/A,XM_006562685.1," PREDICTED: Apis mellifera uncharacterized LOC100577492 (LOC100577492), transcript variant X2, mRNA"
GB50406,#N/A,#N/A,XM_006562682.1," PREDICTED: Apis mellifera uncharacterized LOC100578579 (LOC100578579), transcript variant X2, mRNA"
GB50407,#N/A,#N/A,XM_006562682.1," PREDICTED: Apis mellifera uncharacterized LOC100578579 (LOC100578579), transcript variant X2, mRNA"
GB50408,FBpp0074982,FBgn0036726,XM_003250111.2," PREDICTED: Apis mellifera protein QIL1-like (LOC725253), transcript variant 2, mRNA"
GB50409,FBpp0082817,FBgn0038464,XM_393373.5," PREDICTED: Apis mellifera splicing factor 3a, subunit 1, 120kDa (SF3A1), transcript variant X1, mRNA"
GB50410,#N/A,#N/A,XR_409516.1," PREDICTED: Apis mellifera uncharacterized LOC102656261 (LOC102656261), transcript variant X1, ncRNA"
GB50411,#N/A,#N/A,XM_396816.4," PREDICTED: Apis mellifera daughters against dpp (Dad), mRNA"
GB50413,FBpp0083626,FBgn0038961,XM_006562676.1," PREDICTED: Apis mellifera protein TBRG4-like (LOC100576514), transcript variant X1, mRNA"
GB50414,FBpp0083884,FBgn0039132,XM_006562723.1," PREDICTED: Apis mellifera AP-1sigma protein (AP-1sigma), partial mRNA"
GB50415,FBpp0083885,FBgn0051140,XM_006562672.1," PREDICTED: Apis mellifera diacylglycerol kinase theta-like (LOC408809), transcript variant X7, mRNA"
GB50416,#N/A,#N/A,XM_006562674.1," PREDICTED: Apis mellifera diacylglycerol kinase theta-like (LOC408809), transcript variant X9, mRNA"
GB50417,#N/A,#N/A,XM_006562674.1," PREDICTED: Apis mellifera diacylglycerol kinase theta-like (LOC408809), transcript variant X9, mRNA"
GB50418,FBpp0084432,FBgn0262473,XM_006562720.1," PREDICTED: Apis mellifera toll like receptor 1 (Toll-1), mRNA"
GB50419,#N/A,#N/A,XM_006562665.1," PREDICTED: Apis mellifera TEL2-interacting protein 1 homolog (LOC724472), mRNA"
GB50420,FBpp0081644,FBgn0037741,XM_006562665.1," PREDICTED: Apis mellifera TEL2-interacting protein 1 homolog (LOC724472), mRNA"
GB50421,FBpp0085075,FBgn0000416,XM_392338.5," PREDICTED: Apis mellifera saposin-related (Sap-r), transcript variant X1, mRNA"
GB50423,#N/A,#N/A,XM_397526.5," PREDICTED: Apis mellifera uncharacterized LOC408807 (IRP30), mRNA"
GB50424,#N/A,#N/A,XR_409511.1," PREDICTED: Apis mellifera uncharacterized LOC102655177 (LOC102655177), transcript variant X2, misc_RNA"
GB50425,FBpp0298300,FBgn0263115,XM_006562649.1," PREDICTED: Apis mellifera maternal gene required for meiosis (mamo), transcript variant X2, mRNA"
GB50426,FBpp0073660,FBgn0030532,XM_006562654.1," PREDICTED: Apis mellifera zinc finger and SCAN domain-containing protein 12-like (LOC102654975), mRNA"
GB50427,FBpp0083879,FBgn0039125,XM_006562647.1," PREDICTED: Apis mellifera nucleoporin NDC1-like (LOC100576125), mRNA"
GB50429,#N/A,#N/A,XM_003250105.2," PREDICTED: Apis mellifera uncharacterized LOC100578996 (LOC100578996), transcript variant X1, mRNA"
GB50430,FBpp0296972,FBgn0262718,XM_006562630.1," PREDICTED: Apis mellifera uncharacterized LOC724830 (LOC724830), transcript variant X5, mRNA"
GB50433,#N/A,#N/A,XR_409503.1," PREDICTED: Apis mellifera uncharacterized LOC102654066 (LOC102654066), ncRNA"
GB50434,FBpp0086995,FBgn0033760,XM_006562632.1," PREDICTED: Apis mellifera proton-coupled amino acid transporter 4-like (LOC413117), mRNA"
GB50435,FBpp0085079,FBgn0039808,XM_001121126.3," PREDICTED: Apis mellifera zinc finger and SCAN domain-containing protein 22-like (LOC725254), mRNA"
GB50436,FBpp0085071,FBgn0003720,XM_001121187.3," PREDICTED: Apis mellifera tailless (Tll), mRNA"
GB50438,FBpp0084505,FBgn0039481,NM_001270829.1," Apis mellifera cuticular protein 27 (CPR27), mRNA"
GB50439,FBpp0084506,FBgn0039480,XM_006562722.1," PREDICTED: Apis mellifera cuticular protein 97Ea ortholog (LOC725547), mRNA"
GB50441,#N/A,#N/A,XM_006562623.1," PREDICTED: Apis mellifera uncharacterized LOC413113 (LOC413113), transcript variant X2, mRNA"
GB50442,#N/A,#N/A,XM_006562614.1," PREDICTED: Apis mellifera uncharacterized LOC100577562 (LOC100577562), transcript variant X2, mRNA"
GB50443,#N/A,#N/A,XM_006562617.1," PREDICTED: Apis mellifera pyruvate kinase-like (LOC413112), mRNA"
GB50444,#N/A,#N/A,XM_006565144.1," PREDICTED: Apis mellifera uncharacterized LOC100578460 (LOC100578460), mRNA"
GB50445,#N/A,#N/A,XM_006562618.1," PREDICTED: Apis mellifera uncharacterized LOC725794 (LOC725794), transcript variant X1, mRNA"
GB50446,#N/A,#N/A,XR_120090.2," PREDICTED: Apis mellifera vesicular glutamate transporter 2.1-like (LOC725701), misc_RNA"
GB50447,#N/A,#N/A,XR_120090.2," PREDICTED: Apis mellifera vesicular glutamate transporter 2.1-like (LOC725701), misc_RNA"
GB50448,FBpp0085070,FBgn0039804,XM_003250097.2," PREDICTED: Apis mellifera uncharacterized LOC100578248 (LOC100578248), mRNA"
GB50449,#N/A,#N/A,XM_003250102.2," PREDICTED: Apis mellifera uncharacterized LOC100578672 (LOC100578672), mRNA"
GB50450,#N/A,#N/A,XM_393269.5," PREDICTED: Apis mellifera uncharacterized LOC409776 (LOC409776), mRNA"
GB50451,#N/A,#N/A,XM_625258.4," PREDICTED: Apis mellifera uncharacterized LOC551656 (LOC551656), transcript variant 2, mRNA"
GB50453,FBpp0085072,FBgn0039805,NM_001167893.1," Apis mellifera cuticular protein 19 (CPR19), mRNA"
GB50454,#N/A,#N/A,XM_006562633.1," PREDICTED: Apis mellifera scavenger receptor class B, type 4 (SCR-B4), transcript variant X1, mRNA"
GB50455,FBpp0082477,FBgn0011217,XM_006562639.1," PREDICTED: Apis mellifera ubiquitin-conjugating enzyme E2-17 kDa-like (LOC724793), mRNA"
GB50457,FBpp0082478,FBgn0038256,XM_006562642.1," PREDICTED: Apis mellifera progestin and adipoQ receptor family member 3-like (LOC408805), transcript variant X3, mRNA"
GB50458,FBpp0078776,FBgn0015381,XM_006562643.1," PREDICTED: Apis mellifera nuclear receptor subfamily 2 group E member 1-like (LOC102654580), transcript variant X1, mRNA"
GB50459,FBpp0082231,FBgn0038146,XM_394499.5," PREDICTED: Apis mellifera WD repeat-containing protein 36-like (LOC411026), mRNA"
GB50460,FBpp0083799,FBgn0039055,XM_001120788.3," PREDICTED: Apis mellifera Ras association family member (Rassf), mRNA"
GB50463,#N/A,#N/A,XR_409508.1," PREDICTED: Apis mellifera uncharacterized LOC100576283 (LOC100576283), transcript variant X2, ncRNA"
GB50466,FBpp0079968,FBgn0032431,XM_003250108.2," PREDICTED: Apis mellifera uncharacterized LOC100576361 (LOC100576361), mRNA"
GB50467,#N/A,#N/A,XM_006562660.1," PREDICTED: Apis mellifera uncharacterized LOC100578446 (LOC100578446), transcript variant X3, mRNA"
GB50468,#N/A,#N/A,XM_006562658.1," PREDICTED: Apis mellifera uncharacterized LOC100578446 (LOC100578446), transcript variant X1, mRNA"
GB50469,FBpp0271894,FBgn0020912,XM_006562662.1," PREDICTED: Apis mellifera uncharacterized LOC100578446 (LOC100578446), transcript variant X5, mRNA"
GB50470,FBpp0081262,FBgn0037530,XM_006562663.1," PREDICTED: Apis mellifera uncharacterized protein KIAA0090-like (LOC552077), transcript variant X1, mRNA"
GB50471,FBpp0290161,FBgn0051072,XM_006562666.1," PREDICTED: Apis mellifera lysosomal enzyme receptor protein (Lerp), transcript variant X1, mRNA"
GB50472,#N/A,#N/A,XM_006562667.1," PREDICTED: Apis mellifera lysosomal enzyme receptor protein (Lerp), transcript variant X2, mRNA"
GB50474,FBpp0082813,FBgn0038463,XM_393374.5," PREDICTED: Apis mellifera xylulokinase (LOC409884), transcript variant X2, mRNA"
GB50475,#N/A,#N/A,XM_006562680.1," PREDICTED: Apis mellifera uncharacterized LOC725208 (LOC725208), mRNA"
GB50477,#N/A,#N/A,XM_003250091.2," PREDICTED: Apis mellifera uncharacterized LOC100577527 (LOC100577527), mRNA"
GB50478,#N/A,#N/A,XM_001119946.2," PREDICTED: Apis mellifera tyrosine-protein phosphatase gamma (LOC724717), mRNA"
GB50479,#N/A,#N/A,XM_006562683.1," PREDICTED: Apis mellifera uncharacterized LOC102656583 (LOC102656583), mRNA"
GB50480,FBpp0076251,FBgn0035960,XM_001120913.3," PREDICTED: Apis mellifera mitochondrial inner membrane protein COX18-like (LOC725011), transcript variant X1, mRNA"
GB50481,#N/A,#N/A,XM_003250093.2," PREDICTED: Apis mellifera uncharacterized LOC100577725 (LOC100577725), mRNA"
GB50482,FBpp0076253,FBgn0023479,XM_001120871.3," PREDICTED: Apis mellifera serine protease 23 (SP23), transcript variant X1, mRNA"
GB50486,#N/A,#N/A,XR_120084.2," PREDICTED: Apis mellifera uncharacterized LOC100577798 (LOC100577798), ncRNA"
GB50487,#N/A,#N/A,XR_120084.2," PREDICTED: Apis mellifera uncharacterized LOC100577798 (LOC100577798), ncRNA"
GB50488,#N/A,#N/A,XR_409522.1," PREDICTED: Apis mellifera uncharacterized LOC102653991 (LOC102653991), ncRNA"
GB50491,#N/A,#N/A,XM_006562703.1," PREDICTED: Apis mellifera zinc finger protein 571-like (LOC724739), mRNA"
GB50492,#N/A,#N/A,XM_003250103.2," PREDICTED: Apis mellifera f-box only protein 39-like (LOC100578714), transcript variant X1, mRNA"
GB50493,#N/A,#N/A,XM_624180.4," PREDICTED: Apis mellifera xenotropic and polytropic retrovirus receptor 1 homolog (LOC551795), mRNA"
GB50496,#N/A,#N/A,XM_001122286.3," PREDICTED: Apis mellifera uncharacterized LOC726559 (LOC726559), mRNA"
GB50497,FBpp0079488,FBgn0032168,XM_001122836.3," PREDICTED: Apis mellifera protein RSM22 homolog, mitochondrial-like (LOC727122), mRNA"
GB50498,#N/A,#N/A,XM_006572327.1," PREDICTED: Apis mellifera protein SZT2-like (LOC100578661), transcript variant X1, mRNA"
GB50500,#N/A,#N/A,XM_001120426.3," PREDICTED: Apis mellifera ubiquitin carboxyl-terminal hydrolase 36-like (LOC724537), transcript variant X1, mRNA"
GB50501,#N/A,#N/A,XM_006572338.1," PREDICTED: Apis mellifera elongation of very long chain fatty acids protein 6-like (LOC726467), mRNA"
GB50503,#N/A,#N/A,XM_006565031.1," PREDICTED: Apis mellifera microsomal triacylglycerol transfer protein (Mtp), transcript variant X1, mRNA"
GB50505,FBpp0099733,FBgn0032536,XM_006561048.1," PREDICTED: Apis mellifera angiotensin-converting enzyme-like (LOC408536), transcript variant X3, mRNA"
GB50506,#N/A,#N/A,XM_006561046.1," PREDICTED: Apis mellifera angiotensin-converting enzyme-like (LOC408536), transcript variant X1, mRNA"
GB50507,#N/A,#N/A,XM_001120328.3," PREDICTED: Apis mellifera nimrod A (NimA), mRNA"
GB50508,FBpp0080166,FBgn0028939,XM_006561053.1," PREDICTED: Apis mellifera nimrod C1 (NimC1), mRNA"
GB50509,#N/A,#N/A,XM_006561041.1," PREDICTED: Apis mellifera nimrod C2 (NimC2), transcript variant X2, mRNA"
GB50510,FBpp0075530,FBgn0036391,XM_393172.5," PREDICTED: Apis mellifera uncharacterized LOC409674 (LOC409674), transcript variant X3, mRNA"
GB50511,FBpp0087867,FBgn0011659,XM_001120100.3," PREDICTED: Apis mellifera mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli) (MLH1), transcript variant X1, mRNA"
GB50512,#N/A,#N/A,XM_006561035.1," PREDICTED: Apis mellifera uncharacterized LOC102655306 (LOC102655306), mRNA"
GB50513,FBpp0099973,FBgn0035964,XM_392684.5," PREDICTED: Apis mellifera dihydropteridine reductase (Dhpr), transcript variant X2, mRNA"
GB50514,FBpp0291375,FBgn0034971,XM_392789.4," PREDICTED: Apis mellifera glycerol-3-phosphate acyltransferase 4-like (LOC409270), transcript variant X2, mRNA"
GB50515,#N/A,#N/A,XM_006561030.1," PREDICTED: Apis mellifera uncharacterized LOC551946 (LOC551946), transcript variant X1, mRNA"
GB50516,FBpp0075183,FBgn0036616,XM_006561023.1," PREDICTED: Apis mellifera TPPP family protein CG4893-like (LOC411570), transcript variant X1, mRNA"
GB50518,#N/A,#N/A,XR_408976.1," PREDICTED: Apis mellifera uncharacterized LOC102654477 (LOC102654477), ncRNA"
GB50519,FBpp0081576,FBgn0069242,XM_396009.5," PREDICTED: Apis mellifera transmembrane emp24 domain-containing protein eca-like (LOC412554), mRNA"
GB50520,FBpp0271786,FBgn0030676,XM_006561016.1," PREDICTED: Apis mellifera uncharacterized LOC102654261 (LOC102654261), mRNA"
GB50521,FBpp0288996,FBgn0259215,XM_006561015.1," PREDICTED: Apis mellifera uncharacterized LOC410623 (LOC410623), transcript variant X3, mRNA"
GB50522,FBpp0081649,FBgn0037772,XM_001122189.3," PREDICTED: Apis mellifera uncharacterized LOC726457 (LOC726457), transcript variant X1, mRNA"
GB50523,#N/A,#N/A,XM_006561010.1," PREDICTED: Apis mellifera serine protease 16 (SP16), transcript variant X1, mRNA"
GB50524,FBpp0076430,FBgn0087039,XM_001122154.3," PREDICTED: Apis mellifera SECIS-binding protein 2 (Sbp2), mRNA"
GB50525,FBpp0083143,FBgn0038679,XM_006561003.1," PREDICTED: Apis mellifera uncharacterized LOC552257 (LOC552257), transcript variant X3, mRNA"
GB50526,FBpp0083093,FBgn0038652,XM_006561005.1," PREDICTED: Apis mellifera sodium-coupled monocarboxylate transporter 2-like (LOC410626), transcript variant X1, mRNA"
GB50527,FBpp0082299,FBgn0000454,XM_006561008.1," PREDICTED: Apis mellifera putative aminopeptidase W07G4.4-like (LOC410627), mRNA"
GB50528,#N/A,#N/A,XM_006561051.1," PREDICTED: Apis mellifera keratin-associated protein 10-3-like (LOC102656143), mRNA"
GB50529,#N/A,#N/A,XM_006560995.1," PREDICTED: Apis mellifera uncharacterized LOC100577544 (LOC100577544), mRNA"
GB50530,#N/A,#N/A,XM_006560997.1," PREDICTED: Apis mellifera uncharacterized LOC100577464 (LOC100577464), transcript variant X2, mRNA"
GB50531,FBpp0078553,FBgn0037239,XM_392085.5," PREDICTED: Apis mellifera sideroflexin-3 (LOC408539), transcript variant 1, mRNA"
GB50532,FBpp0083521,FBgn0002941,XM_006560986.1," PREDICTED: Apis mellifera homeobox protein slou (slou), mRNA"
GB50533,#N/A,#N/A,XM_006561050.1," PREDICTED: Apis mellifera uncharacterized LOC102656029 (LOC102656029), mRNA"
GB50534,FBpp0083753,FBgn0039044,XM_003249744.2," PREDICTED: Apis mellifera tumor protein p73-like (LOC100577122), transcript variant X1, mRNA"
GB50535,FBpp0293271,FBgn0015513,XM_006560980.1," PREDICTED: Apis mellifera myoblast city (mbc), mRNA"
GB50536,#N/A,#N/A,XM_006560980.1," PREDICTED: Apis mellifera myoblast city (mbc), mRNA"
GB50537,FBpp0083724,FBgn0039009,XM_393106.5," PREDICTED: Apis mellifera uncharacterized LOC409603 (LOC409603), transcript variant X1, mRNA"
GB50538,FBpp0083696,FBgn0039005,XM_006560978.1," PREDICTED: Apis mellifera uncharacterized LOC412774 (LOC412774), transcript variant X2, mRNA"
GB50539,#N/A,#N/A,XM_006560975.1," PREDICTED: Apis mellifera uncharacterized LOC724847 (LOC724847), transcript variant X3, mRNA"
GB50540,#N/A,#N/A,XM_006560974.1," PREDICTED: Apis mellifera uncharacterized LOC724847 (LOC724847), transcript variant X2, mRNA"
GB50544,#N/A,#N/A,XM_006571974.1," PREDICTED: Apis mellifera histone-lysine N-methyltransferase SETMAR-like (LOC102654130), mRNA"
GB50545,#N/A,#N/A,XM_001120816.3," PREDICTED: Apis mellifera uncharacterized LOC724916 (LOC724916), transcript variant X1, mRNA"
GB50546,#N/A,#N/A,XM_003249748.2," PREDICTED: Apis mellifera uncharacterized LOC725005 (LOC725005), mRNA"
GB50547,#N/A,#N/A,XM_006561049.1," PREDICTED: Apis mellifera dynein heavy chain 2, axonemal-like (LOC102655991), mRNA"
GB50548,FBpp0289299,FBgn0001313,XM_006560977.1," PREDICTED: Apis mellifera dynein, axonemal, heavy chain 2 (DNAH2), mRNA"
GB50550,#N/A,#N/A,XM_006560979.1," PREDICTED: Apis mellifera uncharacterized LOC100576592 (LOC100576592), mRNA"
GB50551,FBpp0083716,FBgn0263143,XM_006560981.1," PREDICTED: Apis mellifera uncharacterized LOC100576625 (LOC100576625), mRNA"
GB50552,FBpp0072517,FBgn0035181,XM_625064.4," PREDICTED: Apis mellifera oxysterol-binding protein-related protein 11-like (LOC552690), mRNA"
GB50553,FBpp0083736,FBgn0039038,XM_392088.5," PREDICTED: Apis mellifera uncharacterized LOC408542 (LOC408542), transcript variant X2, mRNA"
GB50554,FBpp0083453,FBgn0038872,XM_392087.5," PREDICTED: Apis mellifera negative elongation factor A-like (LOC408541), mRNA"
GB50555,#N/A,#N/A,NM_001178023.1," Apis mellifera thioredoxin peroxidase 3 (Tpx-3), transcript variant 2, mRNA"
GB50558,FBpp0075941,FBgn0036135,XM_006560985.1," PREDICTED: Apis mellifera mitochondrial ribosomal protein L2 (mRpL2), mRNA"
GB50559,#N/A,#N/A,XM_006560987.1," PREDICTED: Apis mellifera uncharacterized LOC102655457 (LOC102655457), mRNA"
GB50560,FBpp0078240,FBgn0037409,XM_006560988.1," PREDICTED: Apis mellifera uncharacterized LOC102655520 (LOC102655520), transcript variant X1, mRNA"
